Title;Time;Owner;Asset Name;Severity;Status;Solution;Results
SUSE Enterprise Linux Security Update for curl (SUSE-SU-2026:0052-1);INFRA;Armando Junior;srv98las055;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0052-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023696.html);"#table cols=""3""
Package Installed_Version Required_Version
libcurl4 8.14.1-150700.7.5.1.x86__64 8.14.1-150700.7.8.1
curl 8.14.1-150700.7.5.1.x86__64 8.14.1-150700.7.8.1
"
SUSE Enterprise Linux Security Update for libsoup (SUSE-SU-2026:0017-1);INFRA;Armando Junior;srv98las055;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0017-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023671.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-3__0-0 3.4.4-150600.3.18.1.x86__64 3.4.4-150600.3.21.1
libsoup-lang 3.4.4-150600.3.18.1.noarch 3.4.4-150600.3.21.1
"
SUSE Enterprise Linux Security Update for python3 (SUSE-SU-2026:0027-1);INFRA;Armando Junior;srv98las055;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0027-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023681.html);"#table cols=""3""
Package Installed_Version Required_Version
python3-base 3.6.15-150300.10.97.1.x86__64 3.6.15-150300.10.103.1
python3-dbm 3.6.15-150300.10.97.2.x86__64 3.6.15-150300.10.103.1
python3 3.6.15-150300.10.97.2.x86__64 3.6.15-150300.10.103.1
python3-curses 3.6.15-150300.10.97.2.x86__64 3.6.15-150300.10.103.1
libpython3__6m1__0 3.6.15-150300.10.97.1.x86__64 3.6.15-150300.10.103.1
"
SUSE Enterprise Linux Security Update for xen (SUSE-SU-2025:4419-1);INFRA;Armando Junior;srv98las055;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4419-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-December/023565.html);"#table cols=""3""
Package Installed_Version Required_Version
xen-libs 4.20.1__06-150700.3.14.1.x86__64 4.20.2__02-150700.3.19.1
"
SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2025:4393-1);INFRA;Armando Junior;srv98las055;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4393-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-December/023538.html);"#table cols=""3""
Package Installed_Version Required_Version
kernel-default 6.4.0-150700.53.19.1.x86__64 6.4.0-150700.53.25.1
kernel-default 6.4.0-150700.53.22.1.x86__64 6.4.0-150700.53.25.1
"
SUSE Enterprise Linux Security Update for gnutls (SUSE-SU-2025:4323-1);INFRA;Armando Junior;srv98las055;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4323-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-December/023448.html);"#table cols=""3""
Package Installed_Version Required_Version
libgnutls30 3.8.3-150600.4.9.1.x86__64 3.8.3-150600.4.12.1
"
SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2025:4057-1);INFRA;Armando Junior;srv98las055;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4057-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023254.html);"#table cols=""3""
Package Installed_Version Required_Version
kernel-default 6.4.0-150700.53.19.1.x86__64 6.4.0-150700.53.22.1
"
SUSE Enterprise Linux Security Update for vim (SUSE-SU-2026:0910-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0910-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-March/024705.html);"#table cols=""3""
Package Installed_Version Required_Version
vim 9.1.1629-150500.20.33.1.x86__64 9.2.0110-150500.20.43.1
vim-data-common 9.1.1629-150500.20.33.1.noarch 9.2.0110-150500.20.43.1
vim-data 9.1.1629-150500.20.33.1.noarch 9.2.0110-150500.20.43.1
"
SUSE Enterprise Linux Security Update for ucode-intel (SUSE-SU-2026:0668-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0668-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024442.html);"#table cols=""3""
Package Installed_Version Required_Version
ucode-intel 20250812-150200.59.1.x86__64 20260210-150200.62.1
"
SUSE Enterprise Linux Security Update for libsoup2 (SUSE-SU-2026:0657-1);INFRA;Armando Junior;node3;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0657-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024453.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-2__4-1 2.74.3-150600.4.12.1.x86__64 2.74.3-150600.4.27.1
libsoup2-lang 2.74.3-150600.4.12.1.noarch 2.74.3-150600.4.27.1
"
SUSE Enterprise Linux Security Update for libsoup (SUSE-SU-2026:0690-1);INFRA;Armando Junior;node3;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0690-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024504.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-3__0-0 3.4.4-150600.3.13.1.x86__64 3.4.4-150600.3.34.1
libsoup-lang 3.4.4-150600.3.13.1.noarch 3.4.4-150600.3.34.1
"
SUSE Enterprise Linux Security Update for xen (SUSE-SU-2026:0589-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0589-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024358.html);"#table cols=""3""
Package Installed_Version Required_Version
xen-libs 4.20.1__04-150700.3.11.1.x86__64 4.20.2__06-150700.3.25.1
"
SUSE Enterprise Linux Security Update for libsoup2 (SUSE-SU-2026:0574-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0574-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024351.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-2__4-1 2.74.3-150600.4.12.1.x86__64 2.74.3-150600.4.24.1
libsoup2-lang 2.74.3-150600.4.12.1.noarch 2.74.3-150600.4.24.1
"
SUSE Enterprise Linux Security Update for python-pyasn1 (SUSE-SU-2026:0430-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0430-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024118.html);"#table cols=""3""
Package Installed_Version Required_Version
python3-pyasn1 0.4.2-150000.3.8.1.noarch 0.4.2-150000.3.13.1
"
SUSE Enterprise Linux Security Update for libsoup (SUSE-SU-2026:0431-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0431-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024117.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-3__0-0 3.4.4-150600.3.13.1.x86__64 3.4.4-150600.3.31.1
libsoup-lang 3.4.4-150600.3.13.1.noarch 3.4.4-150600.3.31.1
"
SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2026:0447-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0447-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-February/024124.html);"#table cols=""3""
Package Installed_Version Required_Version
kernel-default 6.4.0-150600.23.17.1.x86__64 6.4.0-150700.53.31.1
kernel-default 6.4.0-150700.53.19.1.x86__64 6.4.0-150700.53.31.1
"
SUSE Enterprise Linux Security Update for bind (SUSE-SU-2026:0348-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0348-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023995.html);"#table cols=""3""
Package Installed_Version Required_Version
bind-utils 9.20.11-150700.3.9.1.x86__64 9.20.18-150700.3.15.1
"
SUSE Enterprise Linux Security Update for Open Secure Sockets Layer (OpenSSL)-1_1 (SUSE-SU-2026:0331-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0331-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023981.html);"#table cols=""3""
Package Installed_Version Required_Version
libopenssl1__1 1.1.1w-150700.11.6.1.x86__64 1.1.1w-150700.11.11.1
"
SUSE Enterprise Linux Security Update for xen (SUSE-SU-2026:0329-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0329-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023972.html);"#table cols=""3""
Package Installed_Version Required_Version
xen-libs 4.20.1__04-150700.3.11.1.x86__64 4.20.2__04-150700.3.22.1
"
SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2026:0315-1);INFRA;Armando Junior;node3;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0315-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023971.html);"#table cols=""3""
Package Installed_Version Required_Version
kernel-default 6.4.0-150600.23.17.1.x86__64 6.4.0-150700.53.28.1
kernel-default 6.4.0-150700.53.19.1.x86__64 6.4.0-150700.53.28.1
"
SUSE Enterprise Linux Security Update for libsoup2 (SUSE-SU-2026:0253-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0253-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023895.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-2__4-1 2.74.3-150600.4.12.1.x86__64 2.74.3-150600.4.19.1
libsoup2-lang 2.74.3-150600.4.12.1.noarch 2.74.3-150600.4.19.1
"
SUSE Enterprise Linux Security Update for libsoup (SUSE-SU-2026:0257-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0257-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023891.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-3__0-0 3.4.4-150600.3.13.1.x86__64 3.4.4-150600.3.28.1
libsoup-lang 3.4.4-150600.3.13.1.noarch 3.4.4-150600.3.28.1
"
SUSE Enterprise Linux Security Update for libtasn1 (SUSE-SU-2026:0224-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0224-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023861.html);"#table cols=""3""
Package Installed_Version Required_Version
libtasn1 4.13-150000.4.11.1.x86__64 4.13-150000.4.14.1
libtasn1-6 4.13-150000.4.11.1.x86__64 4.13-150000.4.14.1
"
SUSE Enterprise Linux Security Update for gpg2 (SUSE-SU-2026:0215-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0215-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023870.html);"#table cols=""3""
Package Installed_Version Required_Version
dirmngr 2.4.4-150600.3.9.1.x86__64 2.4.4-150600.3.12.1
gpg2 2.4.4-150600.3.9.1.x86__64 2.4.4-150600.3.12.1
gpg2-lang 2.4.4-150600.3.9.1.noarch 2.4.4-150600.3.12.1
"
SUSE Enterprise Linux Security Update for curl (SUSE-SU-2026:0052-1);INFRA;Armando Junior;node3;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0052-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023696.html);"#table cols=""3""
Package Installed_Version Required_Version
libcurl4 8.14.1-150700.7.2.1.x86__64 8.14.1-150700.7.8.1
curl 8.14.1-150700.7.2.1.x86__64 8.14.1-150700.7.8.1
"
SUSE Enterprise Linux Security Update for python3 (SUSE-SU-2026:0027-1);INFRA;Armando Junior;node3;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0027-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023681.html);"#table cols=""3""
Package Installed_Version Required_Version
python3-base 3.6.15-150300.10.97.1.x86__64 3.6.15-150300.10.103.1
python3-dbm 3.6.15-150300.10.97.2.x86__64 3.6.15-150300.10.103.1
python3 3.6.15-150300.10.97.2.x86__64 3.6.15-150300.10.103.1
python3-curses 3.6.15-150300.10.97.2.x86__64 3.6.15-150300.10.103.1
libpython3__6m1__0 3.6.15-150300.10.97.1.x86__64 3.6.15-150300.10.103.1
"
SUSE Enterprise Linux Security Update for libsoup (SUSE-SU-2026:0017-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2026:0017-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2026-January/023671.html);"#table cols=""3""
Package Installed_Version Required_Version
libsoup-3__0-0 3.4.4-150600.3.13.1.x86__64 3.4.4-150600.3.21.1
libsoup-lang 3.4.4-150600.3.13.1.noarch 3.4.4-150600.3.21.1
"
SUSE Enterprise Linux Security Update for xen (SUSE-SU-2025:4419-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4419-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-December/023565.html);"#table cols=""3""
Package Installed_Version Required_Version
xen-libs 4.20.1__04-150700.3.11.1.x86__64 4.20.2__02-150700.3.19.1
"
SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2025:4393-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4393-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-December/023538.html);"#table cols=""3""
Package Installed_Version Required_Version
kernel-default 6.4.0-150600.23.17.1.x86__64 6.4.0-150700.53.25.1
kernel-default 6.4.0-150700.53.19.1.x86__64 6.4.0-150700.53.25.1
"
SUSE Enterprise Linux Security Update for gnutls (SUSE-SU-2025:4323-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4323-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-December/023448.html);"#table cols=""3""
Package Installed_Version Required_Version
libgnutls30 3.8.3-150600.4.9.1.x86__64 3.8.3-150600.4.12.1
"
SUSE Enterprise Linux Security Update for cups (SUSE-SU-2025:4290-1);INFRA;Armando Junior;node3;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4290-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023424.html);"#table cols=""3""
Package Installed_Version Required_Version
cups 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
libcupsppdc1 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
cups-client 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
libcups2 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
libcupscgi1 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
libcupsimage2 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
cups-config 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
libcupsmime1 2.2.7-150000.3.72.1.x86__64 2.2.7-150000.3.77.1
"
SUSE Enterprise Linux Security Update for ruby2.5 (SUSE-SU-2025:4264-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4264-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023374.html);"#table cols=""3""
Package Installed_Version Required_Version
ruby2.5-stdlib 2.5.9-150700.22.16.x86__64 2.5.9-150700.24.3.1
libruby2__5-2__5 2.5.9-150700.22.16.x86__64 2.5.9-150700.24.3.1
ruby2.5 2.5.9-150700.22.16.x86__64 2.5.9-150700.24.3.1
"
SUSE Enterprise Linux Security Update for sssd (SUSE-SU-2025:4183-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4183-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023319.html);"#table cols=""3""
Package Installed_Version Required_Version
libsss__nss__idmap0 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
sssd-ad 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
libsss__certmap0 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
sssd-tools 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
sssd 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
sssd-krb5-common 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
libsss__idmap0 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
sssd-ldap 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
python3-sssd-config 2.9.3-150700.9.6.2.x86__64 2.9.3-150700.9.9.1
"
SUSE Enterprise Linux Security Update for binutils (SUSE-SU-2025:4096-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4096-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023286.html);"#table cols=""3""
Package Installed_Version Required_Version
libctf-nobfd0 2.43-150100.7.52.1.x86__64 2.45-150100.7.57.1
binutils 2.43-150100.7.52.1.x86__64 2.45-150100.7.57.1
libctf0 2.43-150100.7.52.1.x86__64 2.45-150100.7.57.1
"
SUSE Enterprise Linux Security Update for the Linux Kernel (SUSE-SU-2025:4057-1);INFRA;Armando Junior;node3;5;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:4057-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023254.html);"#table cols=""3""
Package Installed_Version Required_Version
kernel-default 6.4.0-150600.23.17.1.x86__64 6.4.0-150700.53.22.1
kernel-default 6.4.0-150700.53.19.1.x86__64 6.4.0-150700.53.22.1
"
SUSE Enterprise Linux Security Update for tiff (SUSE-SU-2025:3957-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:3957-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023161.html);"#table cols=""3""
Package Installed_Version Required_Version
libtiff6 4.7.0-150600.3.18.1.x86__64 4.7.1-150600.3.23.1
"
SUSE Enterprise Linux Security Update for tiff (SUSE-SU-2025:3941-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:3941-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-November/023150.html);"#table cols=""3""
Package Installed_Version Required_Version
libtiff5 4.0.9-150000.45.55.1.x86__64 4.0.9-150000.45.60.1
"
SUSE Enterprise Linux Security Update for xorg-x11-server (SUSE-SU-2025:3865-1);INFRA;Armando Junior;node3;4;ACTIVE;Refer to SUSE security advisory  SUSE-SU-2025:3865-1 for updates and patch information.(https://lists.suse.com/pipermail/sle-security-updates/2025-October/023092.html);"#table cols=""3""
Package Installed_Version Required_Version
xorg-x11-server 21.1.15-150700.5.6.1.x86__64 21.1.15-150700.5.11.1
xorg-x11-server-extra 21.1.15-150700.5.6.1.x86__64 21.1.15-150700.5.11.1
xorg-x11-server-Xvfb 21.1.15-150700.5.6.1.x86__64 21.1.15-150700.5.11.1
"
